Date,Symbol,Series,Open,High,Low,Close,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
27/06/2011,RELIANCE,EQ,866.7,881.8,861.85,871.55,3280025,2.8681E+14,88833,1744078,0.5317
28/06/2011,RELIANCE,EQ,878.9,878.9,862,871.1,2336039,2.02969E+14,63762,1063116,0.4551
29/06/2011,RELIANCE,EQ,875.7,888,872.1,885.25,2841435,2.49993E+14,78475,1660105,0.5842
30/06/2011,RELIANCE,EQ,888.7,902,887,898.5,4970476,4.45215E+14,90446,2933798,0.5902
01/07/2011,RELIANCE,EQ,907,907,856.7,861.95,6555284,5.70323E+14,128948,3650883,0.5569
04/07/2011,RELIANCE,EQ,874.4,879.4,865,868.4,3771511,3.28128E+14,101705,2279704,0.6045
05/07/2011,RELIANCE,EQ,869.3,869.3,844,845.95,7727430,6.5939E+14,152680,4913321,0.6358
06/07/2011,RELIANCE,EQ,848.85,858.5,840.7,852.9,6143838,5.22254E+14,167251,3114346,0.5069
07/07/2011,RELIANCE,EQ,858,874.9,855.25,870.7,4603204,3.97813E+14,151607,2539009,0.5516
08/07/2011,RELIANCE,EQ,873,874,852,854.85,4785969,4.10928E+14,82105,2972609,0.6211
11/07/2011,RELIANCE,EQ,854,859.95,847,853.3,2194126,1.87502E+14,60289,885377,0.4035
12/07/2011,RELIANCE,EQ,847.5,857.4,845.7,847.75,2986757,2.5379E+14,84280,1668966,0.5588
13/07/2011,RELIANCE,EQ,853.05,869.7,851.1,865.45,3892719,3.35015E+14,95561,2135723,0.5486
14/07/2011,RELIANCE,EQ,863.3,877.9,859.35,867.55,3043021,2.64099E+14,87903,1386733,0.4557
15/07/2011,RELIANCE,EQ,867.7,876,865,873.2,2332976,2.03282E+14,97923,1168716,0.501
18/07/2011,RELIANCE,EQ,871.9,873.9,864.2,867.6,1504709,1.30759E+14,42399,710186,0.472
19/07/2011,RELIANCE,EQ,867.5,881.4,866,879.45,2245330,1.96282E+14,71767,1088143,0.4846
20/07/2011,RELIANCE,EQ,886,886.8,868.8,876.2,2555594,2.24357E+14,79529,1272175,0.4978
21/07/2011,RELIANCE,EQ,875.95,875.95,857.55,860.85,1802647,1.56215E+14,57903,893671,0.4958
22/07/2011,RELIANCE,EQ,866,877,862.5,873.35,3498193,3.04979E+14,88249,2078359,0.5941
25/07/2011,RELIANCE,EQ,892,892,879.15,882.85,5007164,4.42926E+14,116024,2423803,0.4841
26/07/2011,RELIANCE,EQ,888.25,890.15,869.4,871.5,4677273,4.10117E+14,182436,2545389,0.5442
27/07/2011,RELIANCE,EQ,875,875,859.15,860.85,3126064,2.70427E+14,75129,1988535,0.6361
28/07/2011,RELIANCE,EQ,855,855,833.4,837.35,7154511,6.00715E+14,157298,4080997,0.5704
29/07/2011,RELIANCE,EQ,840,847.25,823.15,827.95,4890181,4.08729E+14,130721,2679709,0.548
01/08/2011,RELIANCE,EQ,838,838,821.35,830.85,3255486,2.69781E+14,87062,1661701,0.5104
02/08/2011,RELIANCE,EQ,827.55,838.9,818.5,837.3,3787775,3.14213E+14,106684,1793988,0.4736
03/08/2011,RELIANCE,EQ,826.75,836.2,823.1,825.05,3219680,2.66717E+14,66906,1649112,0.5122
04/08/2011,RELIANCE,EQ,828,831.65,810.05,812.35,3140142,2.57757E+14,88226,1469924,0.4681
05/08/2011,RELIANCE,EQ,799.5,799.5,779,792,5994097,4.73409E+14,157581,3040193,0.5072
08/08/2011,RELIANCE,EQ,776.7,796.4,767,780.65,5084300,3.97264E+14,139239,2142216,0.4213
09/08/2011,RELIANCE,EQ,753,779,753,765.3,7463019,5.71059E+14,167300,3586853,0.4806
10/08/2011,RELIANCE,EQ,785.35,790,765,772.75,4056543,3.15096E+14,113131,2057041,0.5071
11/08/2011,RELIANCE,EQ,768.35,784.95,765,772.2,2489305,1.93228E+14,77957,948672,0.3811
12/08/2011,RELIANCE,EQ,783,783,758,760.9,3936767,3.02099E+14,112482,2262471,0.5747
16/08/2011,RELIANCE,EQ,760,772.3,754.7,759.15,2580004,1.97424E+14,77229,1340975,0.5198
17/08/2011,RELIANCE,EQ,760.5,774.4,751,755,3096352,2.35289E+14,78570,1332358,0.4303
18/08/2011,RELIANCE,EQ,757.7,760,737,741.2,3914915,2.92513E+14,90562,1994411,0.5094
19/08/2011,RELIANCE,EQ,731.05,739,721.3,732.55,4663092,3.40058E+14,102499,2335146,0.5008
22/08/2011,RELIANCE,EQ,731,759.85,725.6,757,3552807,2.63549E+14,91864,1357416,0.3821
23/08/2011,RELIANCE,EQ,760.35,772,747.5,765.25,4008613,3.04705E+14,120271,2337942,0.5832
24/08/2011,RELIANCE,EQ,764,769.5,756,761.3,2968791,2.26273E+14,69105,1682164,0.5666
25/08/2011,RELIANCE,EQ,761.6,769,750.25,753.5,4849218,3.67189E+14,86360,2971967,0.6129
26/08/2011,RELIANCE,EQ,751,756.1,712,719.4,4457788,3.27776E+14,114276,2261771,0.5074
29/08/2011,RELIANCE,EQ,731.1,759.9,728.35,755.05,4186930,3.13008E+14,101102,2195594,0.5244
30/08/2011,RELIANCE,EQ,765,796.3,764,782.6,7821448,6.09418E+14,152811,4144465,0.5299
02/09/2011,RELIANCE,EQ,796.7,813.7,789.45,805.45,7791545,6.25564E+14,137175,4784504,0.6141
05/09/2011,RELIANCE,EQ,794.5,799,782.95,788.85,4567377,3.60399E+14,92381,2141609,0.4689
06/09/2011,RELIANCE,EQ,783.2,825.5,776.5,821.5,7162305,5.74015E+14,131295,3400142,0.4747
07/09/2011,RELIANCE,EQ,824,843.5,823.7,833.5,7186238,5.99267E+14,124508,4041586,0.5624
08/09/2011,RELIANCE,EQ,833.5,859,814.5,852.45,8065388,6.75085E+14,166292,3310878,0.4105
09/09/2011,RELIANCE,EQ,852.15,858.55,823.7,825.75,6757863,5.6583E+14,137445,3241788,0.4797
12/09/2011,RELIANCE,EQ,810.35,822.45,795.25,806.3,4246961,3.43187E+14,100727,1251431,0.2947
13/09/2011,RELIANCE,EQ,813.2,824.75,796.75,810.25,5806114,4.71448E+14,123027,2018672,0.3477
14/09/2011,RELIANCE,EQ,813.9,829.75,805.2,825.4,4694876,3.83465E+14,112644,1294762,0.2758
15/09/2011,RELIANCE,EQ,833,838.6,813.55,836.3,4664709,3.86074E+14,107864,1512161,0.3242
16/09/2011,RELIANCE,EQ,850,850,821,825.65,6128496,5.10356E+14,97691,2835648,0.4627
19/09/2011,RELIANCE,EQ,825,829.15,815.6,821.55,2924971,2.40591E+14,58507,1053425,0.3601
20/09/2011,RELIANCE,EQ,823,853.95,816.3,851.8,4214600,3.52945E+14,102689,1566868,0.3718
21/09/2011,RELIANCE,EQ,850.9,850.9,832.3,837.6,3892821,3.26516E+14,88473,1243401,0.3194
22/09/2011,RELIANCE,EQ,823.95,827.9,780,786.35,6239874,5.01097E+14,139705,2585867,0.4144
23/09/2011,RELIANCE,EQ,773.9,792.6,764.1,770.6,8803427,6.84768E+14,174028,3098528,0.352
26/09/2011,RELIANCE,EQ,769.2,770.7,747.55,759.2,6217951,4.71429E+14,129410,3042657,0.4893
27/09/2011,RELIANCE,EQ,774,800.7,772,797.2,5039564,3.967E+14,124486,2478936,0.4919
28/09/2011,RELIANCE,EQ,799.75,806.3,789.1,797.2,5722488,4.56125E+14,124442,2187171,0.3822
29/09/2011,RELIANCE,EQ,790.5,812.75,784.45,807.7,7203038,5.74956E+14,120443,3675036,0.5102
30/09/2011,RELIANCE,EQ,803.5,822.9,792.5,808.35,7987653,6.46241E+14,173347,3601078,0.4508
03/10/2011,RELIANCE,EQ,791.2,799.9,784.1,788.2,4825259,3.8174E+14,90707,2473572,0.5126
04/10/2011,RELIANCE,EQ,784,790.8,765.25,771.6,6000741,4.67067E+14,124573,2578492,0.4297
05/10/2011,RELIANCE,EQ,772.55,777.9,761.75,767,4739596,3.64442E+14,108407,1800308,0.3798
07/10/2011,RELIANCE,EQ,786.7,808,784.9,802.9,4551326,3.61981E+14,148911,2278876,0.5007
10/10/2011,RELIANCE,EQ,804.25,830.9,804.2,829.25,3393633,2.78727E+14,101332,1235323,0.364
11/10/2011,RELIANCE,EQ,835,841.4,822.5,827,3592510,2.98516E+14,83747,1344026,0.3741
12/10/2011,RELIANCE,EQ,829.4,851.9,826.05,849.65,3947624,3.31147E+14,90025,1428349,0.3618
13/10/2011,RELIANCE,EQ,850,858,842.1,846.9,4195352,3.56511E+14,111283,1555746,0.3708
14/10/2011,RELIANCE,EQ,842,869.7,841.5,866.9,4085035,3.5148E+14,112218,1179539,0.2887
17/10/2011,RELIANCE,EQ,867,868.85,831.15,833.8,5040808,4.23598E+14,134399,1900108,0.3769
18/10/2011,RELIANCE,EQ,825,826.4,811.35,819.9,4182965,3.42015E+14,109003,1932200,0.4619
19/10/2011,RELIANCE,EQ,825.5,845,824.1,843,2713867,2.26927E+14,69847,949120,0.3497
20/10/2011,RELIANCE,EQ,834.85,840.9,822,838.7,2279371,1.89117E+14,61441,572567,0.2512
21/10/2011,RELIANCE,EQ,840,849.2,831.1,835.75,2364175,1.98952E+14,62752,563838,0.2385
24/10/2011,RELIANCE,EQ,848,854,843.55,846.5,2075894,1.76105E+14,53038,743502,0.3582
25/10/2011,RELIANCE,EQ,855,880.95,842.15,875.95,5197046,4.4959E+14,104429,2595471,0.4994
26/10/2011,RELIANCE,EQ,879,881.5,871.05,873.6,737231,6.44883E+13,23106,226438,0.3071
28/10/2011,RELIANCE,EQ,899.7,904,884.1,900,5606883,5.01639E+14,143535,3574282,0.6375
31/10/2011,RELIANCE,EQ,898,899.3,872.55,877.55,3628082,3.21369E+14,86776,2282284,0.6291
01/11/2011,RELIANCE,EQ,870.5,878.5,857.6,860.6,3745221,3.24396E+14,77468,2094502,0.5592
02/11/2011,RELIANCE,EQ,855,880.95,855,871.8,3143275,2.74027E+14,80915,1165666,0.3708
03/11/2011,RELIANCE,EQ,867.75,889.35,863,885.9,3666997,3.21395E+14,79172,1628434,0.4441
04/11/2011,RELIANCE,EQ,905,905,872.65,879.95,4171957,3.6858E+14,96283,1934117,0.4636
08/11/2011,RELIANCE,EQ,879,885,868.5,883.7,2313308,2.03223E+14,70086,880382,0.3806
09/11/2011,RELIANCE,EQ,890.05,892.65,861.15,864.95,2666312,2.34013E+14,58923,1341489,0.5031
11/11/2011,RELIANCE,EQ,859,888.8,850.1,885.35,4969253,4.31772E+14,112330,2188629,0.4404
14/11/2011,RELIANCE,EQ,891.4,896,873,876.7,3656473,3.24349E+14,86923,1599468,0.4374
15/11/2011,RELIANCE,EQ,871,878,856.25,861.45,2262503,1.96411E+14,63435,734879,0.3248
16/11/2011,RELIANCE,EQ,859.1,859.1,837.35,848.1,3043186,2.57731E+14,80467,1167846,0.3838
17/11/2011,RELIANCE,EQ,845.05,848.65,806.25,809.95,5538055,4.57052E+14,144793,2496531,0.4508
18/11/2011,RELIANCE,EQ,800.3,811.95,787,808.1,4958044,3.9513E+14,123229,2213676,0.4465
21/11/2011,RELIANCE,EQ,800,800,781.5,786.35,4049501,3.19036E+14,99527,1872769,0.4625
22/11/2011,RELIANCE,EQ,788.1,804.45,786.6,795.2,4382352,3.48806E+14,91512,2067545,0.4718
23/11/2011,RELIANCE,EQ,789.9,789.9,755.8,773.4,5419769,4.17992E+14,135597,2440926,0.4504
24/11/2011,RELIANCE,EQ,775,778,753.15,773.15,6367715,4.87249E+14,144727,2970823,0.4665
25/11/2011,RELIANCE,EQ,769.7,771.25,751,753.8,3699725,2.81671E+14,106949,1426502,0.3856
28/11/2011,RELIANCE,EQ,765,785.8,762.55,783.8,2522069,1.95556E+14,68490,862242,0.3419
29/11/2011,RELIANCE,EQ,782,782,759.15,765,4803440,3.68298E+14,112512,1900259,0.3956
30/11/2011,RELIANCE,EQ,756.7,783.3,753.1,778.25,4569146,3.51202E+14,106020,1758653,0.3849
01/12/2011,RELIANCE,EQ,799,810.75,795.2,799,4714967,3.78355E+14,111809,2150970,0.4562
02/12/2011,RELIANCE,EQ,797,815,786.55,812.05,4479880,3.58913E+14,97387,1908629,0.426
05/12/2011,RELIANCE,EQ,808.35,812.2,798.35,806.75,3160834,2.54599E+14,78190,1298648,0.4109
07/12/2011,RELIANCE,EQ,807,819.5,803.2,809.8,3514150,2.85573E+14,94146,1494520,0.4253
08/12/2011,RELIANCE,EQ,802,807.7,772.1,778.85,4442697,3.48476E+14,109467,1881423,0.4235
09/12/2011,RELIANCE,EQ,769.9,769.9,752.7,755.7,5044876,3.83484E+14,114842,2270158,0.45
12/12/2011,RELIANCE,EQ,760.55,762,724,727.5,5097034,3.77517E+14,115531,2029684,0.3982
13/12/2011,RELIANCE,EQ,723.9,746,721,742.3,5228468,3.84145E+14,132811,1895012,0.3624
14/12/2011,RELIANCE,EQ,738,753.9,733.4,741.9,5304706,3.9555E+14,105074,1866481,0.3519
15/12/2011,RELIANCE,EQ,731.9,754.5,723.5,750.15,6611139,4.8991E+14,135503,2736620,0.4139
16/12/2011,RELIANCE,EQ,749,844.6,716.05,721.85,5828713,4.32172E+14,130928,1943797,0.3335
19/12/2011,RELIANCE,EQ,719.2,739.9,715.15,735.3,4714116,3.426E+14,111416,1953018,0.4143
20/12/2011,RELIANCE,EQ,741.7,741.7,709.2,713.45,5550563,4.01879E+14,154595,2348730,0.4232
21/12/2011,RELIANCE,EQ,727,753.75,722.7,748,4563405,3.34902E+14,105027,2102943,0.4608
22/12/2011,RELIANCE,EQ,741.35,760.3,733,754.55,4473719,3.33031E+14,93790,1795630,0.4014
23/12/2011,RELIANCE,EQ,760,769.75,742.4,746.4,3511075,2.66108E+14,81212,868928,0.2475
26/12/2011,RELIANCE,EQ,747.05,764.8,745.55,761,2376469,1.80077E+14,57259,498900,0.2099
27/12/2011,RELIANCE,EQ,766,768.7,745.35,753.05,3074308,2.32796E+14,62515,793411,0.2581
28/12/2011,RELIANCE,EQ,757.7,758.5,735.35,739.05,2829068,2.10427E+14,79333,819451,0.2897
29/12/2011,RELIANCE,EQ,733.65,739,707.2,711.9,5449524,3.92418E+14,107457,2101882,0.3857
30/12/2011,RELIANCE,EQ,713,720.55,689,692.95,6662330,4.68404E+14,168592,2317483,0.3478
02/01/2012,RELIANCE,EQ,696.8,709.75,687.15,706.55,4299217,3.00317E+14,107910,813671,0.1893
03/01/2012,RELIANCE,EQ,712.25,726.9,710.35,724.65,4683491,3.36942E+14,116827,1909861,0.4078
04/01/2012,RELIANCE,EQ,727.4,730.95,713.35,716.15,4238367,3.05775E+14,103487,1413675,0.3335
05/01/2012,RELIANCE,EQ,715,724.95,694.1,699.5,6619586,4.69672E+14,153163,3000205,0.4532
06/01/2012,RELIANCE,EQ,697.05,724,696.65,717.55,4703147,3.34183E+14,132079,1331569,0.2831
07/01/2012,RELIANCE,EQ,716.7,718.9,713.3,714.75,460231,3.29647E+13,11413,113393,0.2464
09/01/2012,RELIANCE,EQ,714.45,714.45,702.45,706.25,4202878,2.97399E+14,110805,1668519,0.397
10/01/2012,RELIANCE,EQ,712,739,712,736.2,4507724,3.27793E+14,99465,1708335,0.379
11/01/2012,RELIANCE,EQ,737.9,753,731.5,748.25,4842143,3.59864E+14,112553,2180554,0.4503
12/01/2012,RELIANCE,EQ,747.5,752.95,732.6,736.9,3251624,2.41234E+14,88335,1150517,0.3538
13/01/2012,RELIANCE,EQ,742,750.95,728.1,731.8,4692930,3.46755E+14,95577,2195829,0.4679
16/01/2012,RELIANCE,EQ,729.95,729.95,711,712.95,4067488,2.9171E+14,103688,2087348,0.5132
17/01/2012,RELIANCE,EQ,716,744.4,716,742.05,5197636,3.81522E+14,116216,2414189,0.4645
18/01/2012,RELIANCE,EQ,762,787.9,758.05,779.75,9248756,7.15021E+14,197483,3817807,0.4128
19/01/2012,RELIANCE,EQ,789,795.95,782.1,785.65,5483508,4.32551E+14,135544,2746438,0.5009
20/01/2012,RELIANCE,EQ,790,800,772.05,792.65,7251864,5.69507E+14,138261,4121594,0.5683
23/01/2012,RELIANCE,EQ,755.3,779.75,755.2,771.55,6457585,4.96974E+14,119581,2654054,0.411
24/01/2012,RELIANCE,EQ,774.6,791.6,770.4,783.75,5095499,3.99099E+14,85976,2558787,0.5022
25/01/2012,RELIANCE,EQ,788.7,795,782.8,790.95,3837205,3.0301E+14,81068,1517603,0.3955
27/01/2012,RELIANCE,EQ,800,827.9,799,820.4,5565491,4.53033E+14,133537,2661983,0.4783
30/01/2012,RELIANCE,EQ,813.9,818.85,792.2,794.75,4829091,3.88175E+14,121847,2679776,0.5549
31/01/2012,RELIANCE,EQ,804.5,820.8,801.4,817.1,6264462,5.09164E+14,124545,3741589,0.5973
01/02/2012,RELIANCE,EQ,818.9,834,816,831.2,3776806,3.12065E+14,83234,1832664,0.4852
02/02/2012,RELIANCE,EQ,835,842.7,824.15,829.25,4901979,4.08614E+14,95924,2900671,0.5917
03/02/2012,RELIANCE,EQ,830,840,815.65,838.3,4569209,3.77693E+14,82545,2548465,0.5577
06/02/2012,RELIANCE,EQ,845.9,849.5,824.1,833,3984412,3.3268E+14,94512,2020383,0.5071
07/02/2012,RELIANCE,EQ,842,852.7,834.25,844.55,4815977,4.07577E+14,113907,2188488,0.4544
08/02/2012,RELIANCE,EQ,847,864.7,845,858.4,3647626,3.12753E+14,98068,1550682,0.4251
09/02/2012,RELIANCE,EQ,856.75,859.9,842.6,853.85,4309191,3.67006E+14,90054,2324014,0.5393
10/02/2012,RELIANCE,EQ,850.35,859,838,843.25,3417975,2.88792E+14,62312,1891778,0.5535
13/02/2012,RELIANCE,EQ,841.1,858.8,841,849.25,3493699,2.97349E+14,64113,1858717,0.532
14/02/2012,RELIANCE,EQ,846.9,856.4,843,848.9,3134221,2.66799E+14,65653,1852155,0.5909
15/02/2012,RELIANCE,EQ,854.2,855.75,833.05,836.65,7182317,6.03287E+14,171214,5093342,0.7092
16/02/2012,RELIANCE,EQ,831,831,804.7,812.45,6342577,5.16496E+14,189732,4030363,0.6354
17/02/2012,RELIANCE,EQ,822.05,826.4,810.2,818.2,8211325,6.71774E+14,194571,4880019,0.5943
21/02/2012,RELIANCE,EQ,817.5,848.75,815.1,843.55,8333665,6.93727E+14,166497,4818688,0.5782
22/02/2012,RELIANCE,EQ,848,857.4,830.1,833.4,5748129,4.86188E+14,109390,3000043,0.5219
23/02/2012,RELIANCE,EQ,832,849.9,826.6,839.6,4367293,3.67587E+14,84221,2335523,0.5348
24/02/2012,RELIANCE,EQ,833.5,841.7,814.5,819.95,4285036,3.52884E+14,76297,2539627,0.5927
27/02/2012,RELIANCE,EQ,821.8,825.6,765.35,781.45,6348215,5.0436E+14,107784,3658232,0.5763
28/02/2012,RELIANCE,EQ,789.05,800.35,787.7,796.5,5289418,4.20707E+14,97422,3391505,0.6412
29/02/2012,RELIANCE,EQ,805.05,827.9,804.15,820.75,6365349,5.20855E+14,128315,3486982,0.5478
01/03/2012,RELIANCE,EQ,811.8,818.7,801.1,810.95,2962594,2.39252E+14,63042,1360574,0.4593
02/03/2012,RELIANCE,EQ,816.25,818,805.75,814.1,2900087,2.35726E+14,61930,1384143,0.4773
03/03/2012,RELIANCE,EQ,811,815.05,811,813.45,118842,9.66947E+12,3345,29097,0.2448
05/03/2012,RELIANCE,EQ,812.05,814,794.25,797.5,2988613,2.39184E+14,97877,1894191,0.6338
06/03/2012,RELIANCE,EQ,797,809,774,776.55,8029991,6.31762E+14,144277,4713916,0.587
07/03/2012,RELIANCE,EQ,776.55,777.5,751,761.8,6446729,4.9154E+14,211060,3847312,0.5968
09/03/2012,RELIANCE,EQ,775.3,779.6,769.2,773.8,3942927,3.053E+14,152248,2601431,0.6598
12/03/2012,RELIANCE,EQ,790,803,779.7,798.55,3438333,2.72132E+14,79141,1518727,0.4417
13/03/2012,RELIANCE,EQ,803.45,821.95,803.3,819.95,3684077,2.99946E+14,131843,1942939,0.5274
14/03/2012,RELIANCE,EQ,828,830,806.7,814.5,4028509,3.28983E+14,142841,2340802,0.5811
15/03/2012,RELIANCE,EQ,818,821.2,793.4,796.65,4630686,3.72339E+14,121552,2601054,0.5617
16/03/2012,RELIANCE,EQ,780,797.7,767.35,772.35,5753096,4.5027E+14,138283,3231523,0.5617
19/03/2012,RELIANCE,EQ,781,783,751.1,755.1,3652448,2.77835E+14,85882,1850480,0.5066
20/03/2012,RELIANCE,EQ,756.1,766.4,750.3,760.55,2389920,1.81601E+14,58192,886518,0.3709
21/03/2012,RELIANCE,EQ,760,773.5,755.1,768.05,3248548,2.48298E+14,84703,1422844,0.438
22/03/2012,RELIANCE,EQ,765.9,771.45,732,736.35,6684658,5.00024E+14,172189,4169734,0.6238
23/03/2012,RELIANCE,EQ,743.8,749.5,738.1,744.05,6161836,4.58554E+14,121535,4387901,0.7121
26/03/2012,RELIANCE,EQ,743.9,743.9,727,730.1,5288348,3.87834E+14,135070,3304093,0.6248
27/03/2012,RELIANCE,EQ,738,738.8,725.1,731.05,6216251,4.54016E+14,101372,3931098,0.6324
28/03/2012,RELIANCE,EQ,730,735.9,720.5,725.7,4131114,3.00857E+14,76165,2388359,0.5781
29/03/2012,RELIANCE,EQ,718,729.7,718,724.65,5480717,3.97491E+14,71743,3477313,0.6345
30/03/2012,RELIANCE,EQ,729.5,753,727.1,750.6,3949204,2.93361E+14,88340,2038825,0.5163
02/04/2012,RELIANCE,EQ,749.35,750.85,739.05,740.55,2564862,1.90851E+14,62714,870346,0.3393
03/04/2012,RELIANCE,EQ,744.25,762.9,744.25,752.7,4003770,3.02275E+14,89633,2000389,0.4996
04/04/2012,RELIANCE,EQ,745,757,743.45,747,2700412,2.01951E+14,53281,1193802,0.4421
09/04/2012,RELIANCE,EQ,740.05,748,734.1,742.15,2608520,1.93451E+14,50970,1388637,0.5323
10/04/2012,RELIANCE,EQ,746,747,738.1,742.65,1913265,1.42039E+14,61737,1021252,0.5338
11/04/2012,RELIANCE,EQ,739,739,726.3,730.3,3726842,2.7282E+14,75394,2305996,0.6188
12/04/2012,RELIANCE,EQ,733.3,745.6,733.3,743.3,2692505,1.99465E+14,58859,1467444,0.545
13/04/2012,RELIANCE,EQ,746.05,762,737.5,751.55,3249224,2.44856E+14,68408,1527141,0.47
16/04/2012,RELIANCE,EQ,747.1,753.45,736,748.1,2404246,1.79291E+14,54361,1197296,0.498
17/04/2012,RELIANCE,EQ,754.8,754.8,740.35,746.4,3175927,2.36822E+14,66682,1853918,0.5837
18/04/2012,RELIANCE,EQ,750,756.8,742.7,748.6,3428345,2.57069E+14,91185,1863243,0.5435
19/04/2012,RELIANCE,EQ,753.9,753.9,738.5,741.65,4205746,3.13358E+14,80155,2719719,0.6467
20/04/2012,RELIANCE,EQ,740.05,741,728,730.85,3410977,2.49948E+14,66990,1632941,0.4787
23/04/2012,RELIANCE,EQ,725.85,745.75,724.2,736.3,5053199,3.72874E+14,84580,2532023,0.5011
24/04/2012,RELIANCE,EQ,739,740.5,723.7,735.1,3809316,2.78547E+14,104969,2557140,0.6713
25/04/2012,RELIANCE,EQ,734.1,742.9,728.05,736.3,3105631,2.28381E+14,63027,1984195,0.6389
26/04/2012,RELIANCE,EQ,737.1,749,733.6,745.05,3469984,2.57198E+14,59016,2185542,0.6298
27/04/2012,RELIANCE,EQ,741.3,747.15,736.5,742,2857701,2.11711E+14,60974,1674332,0.5859
28/04/2012,RELIANCE,EQ,739.8,741.3,739,739.95,184780,1.36741E+13,2991,126872,0.6866
30/04/2012,RELIANCE,EQ,737.5,747.9,737.5,745.1,2776770,2.06691E+14,60846,1936747,0.6975
02/05/2012,RELIANCE,EQ,747.9,751.4,740,743.55,2861902,2.13108E+14,43602,2098178,0.7331
03/05/2012,RELIANCE,EQ,738.5,744.45,735.15,738.85,1897162,1.40382E+14,28612,1243563,0.6555
04/05/2012,RELIANCE,EQ,733.4,740,722,726.45,3778468,2.76067E+14,55620,2269296,0.6006
07/05/2012,RELIANCE,EQ,715,722,705.1,715.7,4591050,3.27163E+14,105327,2885022,0.6284
08/05/2012,RELIANCE,EQ,718,718.9,699,708.35,3885415,2.75121E+14,84182,1846331,0.4752
09/05/2012,RELIANCE,EQ,702,708.3,691.05,695.1,3670660,2.55975E+14,89661,1734379,0.4725
10/05/2012,RELIANCE,EQ,697.25,708.4,690.55,694.15,3391819,2.37388E+14,64228,1678739,0.4949
11/05/2012,RELIANCE,EQ,693,703,688.3,697.2,3042510,2.11932E+14,73508,1515336,0.4981
14/05/2012,RELIANCE,EQ,698,702.8,678.55,681.3,4081094,2.81327E+14,85267,2283455,0.5595
15/05/2012,RELIANCE,EQ,679,688,674.1,681.65,3696346,2.51857E+14,63494,2172691,0.5878
16/05/2012,RELIANCE,EQ,675,682.8,673.05,676.1,3101760,2.09969E+14,51753,1894078,0.6106
17/05/2012,RELIANCE,EQ,680.25,689.85,677.8,685.15,3560488,2.4379E+14,79035,2188419,0.6146
18/05/2012,RELIANCE,EQ,676.9,696.4,675,688.55,2363960,1.62236E+14,73241,1232477,0.5214
21/05/2012,RELIANCE,EQ,686.5,700.7,686,695.5,2334127,1.625E+14,50396,1264425,0.5417
22/05/2012,RELIANCE,EQ,704.6,704.6,688.75,691.1,2938047,2.04499E+14,57806,1828277,0.6223
23/05/2012,RELIANCE,EQ,685.2,689.95,679.55,686.85,2583348,1.77229E+14,51559,1513352,0.5858
24/05/2012,RELIANCE,EQ,694,700,686.1,695.3,2399818,1.66321E+14,54052,1402172,0.5843
25/05/2012,RELIANCE,EQ,695,695.3,688.55,691.2,3085023,2.13311E+14,55663,1938658,0.6284
28/05/2012,RELIANCE,EQ,692,703,692,701.65,2575102,1.80268E+14,47165,1684288,0.6541
29/05/2012,RELIANCE,EQ,702.2,709.8,697.55,701.85,3434316,2.42014E+14,63055,2400425,0.699
30/05/2012,RELIANCE,EQ,699.65,708.65,695.15,706.25,3521032,2.47616E+14,60912,2235469,0.6349
31/05/2012,RELIANCE,EQ,697,729.05,682.35,705.6,9024961,6.29717E+14,110649,6610876,0.7325
01/06/2012,RELIANCE,EQ,707.35,709.45,678.05,685.25,4096569,2.84043E+14,79097,2488962,0.6076
04/06/2012,RELIANCE,EQ,677,697,673.4,692.75,3261847,2.24034E+14,66265,1915088,0.5871
05/06/2012,RELIANCE,EQ,696,706,695.1,702.55,3036638,2.12827E+14,73950,1897379,0.6248
06/06/2012,RELIANCE,EQ,704.45,718,698.5,715.9,5315222,3.77488E+14,98778,3496219,0.6578
07/06/2012,RELIANCE,EQ,721.05,731.9,716.25,721.25,6387716,4.62953E+14,132909,3214601,0.5032
08/06/2012,RELIANCE,EQ,718,731.9,712.3,729.7,2907005,2.10051E+14,54345,1283417,0.4415
11/06/2012,RELIANCE,EQ,732.7,736.4,718.1,722.25,2275396,1.65977E+14,47835,1126866,0.4952
12/06/2012,RELIANCE,EQ,715,726,714.4,722.95,2734310,1.97416E+14,52480,1597362,0.5842
13/06/2012,RELIANCE,EQ,722.25,723.95,712.4,716.3,2274408,1.63006E+14,42593,1234446,0.5428
14/06/2012,RELIANCE,EQ,716,720.8,711.05,716.35,1709717,1.22375E+14,57338,887896,0.5193
15/06/2012,RELIANCE,EQ,718.5,729.8,718.5,726.75,2271367,1.6481E+14,51486,1378193,0.6068
18/06/2012,RELIANCE,EQ,730.35,734.5,712,718.9,2293698,1.65132E+14,58428,1214792,0.5296
19/06/2012,RELIANCE,EQ,717,739.4,717,737.45,1783875,1.30337E+14,55284,721432,0.4044
20/06/2012,RELIANCE,EQ,738,742.95,733,737.4,2357462,1.74013E+14,49251,1321535,0.5606
21/06/2012,RELIANCE,EQ,734,734,710.4,718.7,5168092,3.70513E+14,116403,2943745,0.5696
22/06/2012,RELIANCE,EQ,713.55,714.9,703.55,711,4372864,3.10299E+14,105038,2649186,0.6058
