Date,Symbol,Series,Open,High,Low,Close,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
10/12/2002,RELIANCE,EQ,290.9,294.25,288.1,293.35,4599603,1.3397E+14,,713728,0.1552
11/12/2002,RELIANCE,EQ,294.9,296.9,290.6,292.65,4144766,1.21839E+14,,568755,0.1372
12/12/2002,RELIANCE,EQ,293,294.55,290.15,293.85,4006333,1.17136E+14,,751496,0.1876
13/12/2002,RELIANCE,EQ,288,298.7,288,296.95,3790765,1.1232E+14,,723041,0.1907
16/12/2002,RELIANCE,EQ,302,302,295,295.7,6677302,1.992E+14,,905741,0.1356
17/12/2002,RELIANCE,EQ,296.3,297.8,292.05,294.1,4945501,1.45545E+14,,591669,0.1196
18/12/2002,RELIANCE,EQ,294.55,295.9,288.65,289.9,3553239,1.03917E+14,,1065085,0.2998
19/12/2002,RELIANCE,EQ,289.5,290.4,285.85,289.1,3871518,1.11508E+14,,657129,0.1697
20/12/2002,RELIANCE,EQ,289,292.85,289,290.8,3651142,1.06256E+14,,641147,0.1756
23/12/2002,RELIANCE,EQ,291.95,292,288.55,289.65,2523244,7.3171E+13,,546981,0.2168
24/12/2002,RELIANCE,EQ,289.25,292.25,282.2,291.55,3709924,1.07621E+14,,651209,0.1755
26/12/2002,RELIANCE,EQ,292.75,302.7,292.5,300.5,10948599,3.28162E+14,,2423196,0.2213
27/12/2002,RELIANCE,EQ,302.5,306.4,297.2,298.9,10349750,3.13322E+14,,1312501,0.1268
30/12/2002,RELIANCE,EQ,297,299.15,294.1,297.5,4170639,1.2376E+14,,965473,0.2315
31/12/2002,RELIANCE,EQ,299.9,299.9,297.05,297.95,3793216,1.13173E+14,,1045660,0.2757
01/01/2003,RELIANCE,EQ,300.8,301.5,297.1,297.8,3385535,1.01171E+14,,514819,0.1521
02/01/2003,RELIANCE,EQ,298.85,298.85,292.6,293.5,2866903,8.47271E+13,,369906,0.129
03/01/2003,RELIANCE,EQ,295.1,295.35,287.1,287.95,5194550,1.50851E+14,,1410671,0.2716
06/01/2003,RELIANCE,EQ,287.65,288.45,284.15,284.8,3468858,9.90672E+13,,924067,0.2664
07/01/2003,RELIANCE,EQ,286.05,287.6,284.3,285.05,2710431,7.74763E+13,,546972,0.2018
08/01/2003,RELIANCE,EQ,285.35,290.9,285.15,288.95,2567185,7.36907E+13,,738172,0.2875
09/01/2003,RELIANCE,EQ,290.5,297.9,290.25,296.35,5705715,1.67549E+14,,1305410,0.2288
10/01/2003,RELIANCE,EQ,298.8,299,292,297.05,4377033,1.29442E+14,,1175943,0.2687
13/01/2003,RELIANCE,EQ,297,297.3,294.5,295.25,2639730,7.80756E+13,,850650,0.3222
14/01/2003,RELIANCE,EQ,292.9,295,291.5,294.5,2871917,8.42824E+13,,776378,0.2703
15/01/2003,RELIANCE,EQ,292,293.5,287.4,290.8,3966366,1.15068E+14,,982788,0.2478
16/01/2003,RELIANCE,EQ,290.8,292.95,288.35,291.45,2460285,7.15658E+13,,646660,0.2628
17/01/2003,RELIANCE,EQ,292.5,293.75,290.6,292.35,1888939,5.52164E+13,,479310,0.2537
20/01/2003,RELIANCE,EQ,292.55,293.95,288.75,289.85,1480731,4.31647E+13,,407637,0.2753
21/01/2003,RELIANCE,EQ,290,293,288,292.1,1862633,5.41482E+13,,387595,0.2081
22/01/2003,RELIANCE,EQ,292.5,297.5,291.3,296.05,3875298,1.1455E+14,,660863,0.1705
23/01/2003,RELIANCE,EQ,297,300,291.6,292.7,3283681,9.72104E+13,,553670,0.1686
24/01/2003,RELIANCE,EQ,293.4,293.4,281.25,282.65,4079518,1.16619E+14,,970176,0.2378
27/01/2003,RELIANCE,EQ,282.25,284.9,270.4,273.35,4880373,1.34304E+14,,1491775,0.3057
28/01/2003,RELIANCE,EQ,270.35,279.7,269.3,278.65,5259578,1.44288E+14,,1031842,0.1962
29/01/2003,RELIANCE,EQ,310,310,271.35,273.15,3102893,8.56424E+13,,496715,0.1601
30/01/2003,RELIANCE,EQ,273.15,275.9,266.65,268.4,5186530,1.40479E+14,,1445741,0.2787
31/01/2003,RELIANCE,EQ,267,279.5,263.3,275.05,12299612,3.37032E+14,,938844,0.0763
03/02/2003,RELIANCE,EQ,282,282.5,276.55,281.35,4080381,1.14156E+14,,552782,0.1355
04/02/2003,RELIANCE,EQ,284.2,286.35,280.25,281.4,4478622,1.26635E+14,,900529,0.2011
05/02/2003,RELIANCE,EQ,279.7,284,277.65,282.55,3363936,9.42942E+13,,803875,0.239
06/02/2003,RELIANCE,EQ,283,285.85,282.1,285.05,2965780,8.4315E+13,,744658,0.2511
07/02/2003,RELIANCE,EQ,285.5,286.8,277.4,280.75,3944593,1.11145E+14,,814667,0.2065
10/02/2003,RELIANCE,EQ,280.7,282.9,279,281.65,2918920,8.20158E+13,,667542,0.2287
11/02/2003,RELIANCE,EQ,282.2,283.85,280.3,282.45,2462346,6.94858E+13,,569365,0.2312
12/02/2003,RELIANCE,EQ,281.55,282.9,278.55,281.2,2632766,7.38302E+13,,607108,0.2306
14/02/2003,RELIANCE,EQ,281.7,284.9,280.2,284.1,3708450,1.04808E+14,,1536744,0.4144
17/02/2003,RELIANCE,EQ,287.4,292.5,287.15,291.8,3163812,9.18004E+13,,478227,0.1512
18/02/2003,RELIANCE,EQ,293,293.8,288.8,289.65,2327667,6.78181E+13,,520020,0.2234
19/02/2003,RELIANCE,EQ,291.05,292.85,289.3,290.35,1859557,5.41803E+13,,485097,0.2609
20/02/2003,RELIANCE,EQ,290,290.9,287.05,288.9,1547297,4.46669E+13,,336448,0.2174
21/02/2003,RELIANCE,EQ,289.15,295.9,289,294.9,4517701,1.32603E+14,,1450584,0.3211
24/02/2003,RELIANCE,EQ,297.15,303.75,297.15,302.7,9498820,2.86919E+14,,2326549,0.2449
25/02/2003,RELIANCE,EQ,300,301.55,294.75,295.55,4962908,1.47847E+14,,1678038,0.3381
26/02/2003,RELIANCE,EQ,296.65,297.9,291.5,292.6,3927725,1.15535E+14,,1056303,0.2689
27/02/2003,RELIANCE,EQ,291.3,297,290.3,295.4,4252731,1.25463E+14,,1015767,0.2389
28/02/2003,RELIANCE,EQ,297,302.8,292.55,294.75,7407437,2.21318E+14,,843279,0.1138
03/03/2003,RELIANCE,EQ,295,301.2,293.25,295.8,6568547,1.95478E+14,,865192,0.1317
04/03/2003,RELIANCE,EQ,294.1,296.75,291,292.2,2678815,7.84618E+13,,499940,0.1866
05/03/2003,RELIANCE,EQ,290.55,290.9,283.15,288.95,5714701,1.63937E+14,,1164464,0.2038
06/03/2003,RELIANCE,EQ,288.05,288.6,284.25,285.35,2460354,7.03546E+13,,555317,0.2257
07/03/2003,RELIANCE,EQ,278,282.9,278,281,3363294,9.43163E+13,,895604,0.2663
10/03/2003,RELIANCE,EQ,280.9,281.6,274.55,276.95,3990040,1.10722E+14,,975666,0.2445
11/03/2003,RELIANCE,EQ,275,287.4,274.1,285.15,4118775,1.15498E+14,,669235,0.1625
12/03/2003,RELIANCE,EQ,285,285.85,276.55,278.3,2537990,7.1664E+13,,372504,0.1468
13/03/2003,RELIANCE,EQ,278,280.9,275.4,277.95,3577231,9.95219E+13,,720011,0.2013
17/03/2003,RELIANCE,EQ,278,280.9,275.25,279.55,4017792,1.11608E+14,,1365320,0.3398
19/03/2003,RELIANCE,EQ,282,285.7,281.55,285.05,3524481,1.00001E+14,,1261089,0.3578
20/03/2003,RELIANCE,EQ,280,295.9,280,293.35,5099545,1.47562E+14,,1362900,0.2673
21/03/2003,RELIANCE,EQ,291.6,294.95,285.3,293.5,4093968,1.19412E+14,,1010758,0.2469
22/03/2003,RELIANCE,EQ,297,300.9,293.05,294.45,1023238,3.01692E+13,,125210,0.1224
24/03/2003,RELIANCE,EQ,292.9,292.9,281.55,282.85,3978037,1.14092E+14,,1054223,0.265
25/03/2003,RELIANCE,EQ,279,286.7,277.15,285.7,3507508,9.93412E+13,,712468,0.2031
26/03/2003,RELIANCE,EQ,286.5,288.15,282.6,284.5,2791345,7.95395E+13,,789748,0.2829
27/03/2003,RELIANCE,EQ,282.9,283.65,279.2,280.5,2501955,7.04758E+13,,615273,0.2459
28/03/2003,RELIANCE,EQ,280.9,286.4,280.15,285.45,3051450,8.64506E+13,,845258,0.277
31/03/2003,RELIANCE,EQ,281.1,282.8,275.6,278.1,3356489,9.38806E+13,,800515,0.2385
01/04/2003,RELIANCE,EQ,276,282.75,276,281.05,2662922,7.47871E+13,,595100,0.2235
02/04/2003,RELIANCE,EQ,282.55,286,281,282.3,2499790,7.09252E+13,,684385,0.2738
03/04/2003,RELIANCE,EQ,283,287,282.05,285.5,2228894,6.33763E+13,,571775,0.2565
04/04/2003,RELIANCE,EQ,286.15,294.1,286.15,293.45,4914794,1.42608E+14,,1107396,0.2253
07/04/2003,RELIANCE,EQ,295.25,302,295,300.15,4929495,1.47333E+14,,1803377,0.3658
08/04/2003,RELIANCE,EQ,298,298.8,294.5,296.15,3025909,8.97295E+13,,994897,0.3288
09/04/2003,RELIANCE,EQ,293.15,294.9,287.5,288.35,3180773,9.20689E+13,,958674,0.3014
10/04/2003,RELIANCE,EQ,287.9,288.5,282.1,285.25,2911610,8.31214E+13,,955076,0.328
11/04/2003,RELIANCE,EQ,286.4,294,282.5,292.85,3456980,1.00169E+14,,1279155,0.37
15/04/2003,RELIANCE,EQ,293,293.2,274.15,282.3,5846070,1.64445E+14,,1283334,0.2195
16/04/2003,RELIANCE,EQ,284.9,285.35,280.4,283.8,3023338,8.57239E+13,,1145569,0.3789
17/04/2003,RELIANCE,EQ,283.8,283.8,276.15,278.15,3105149,8.66002E+13,,700903,0.2257
21/04/2003,RELIANCE,EQ,280,282,277,279.3,2161877,6.0464E+13,,332841,0.154
22/04/2003,RELIANCE,EQ,278.65,278.8,273.75,277.4,3876796,1.07328E+14,,735107,0.1896
23/04/2003,RELIANCE,EQ,281.5,284.45,269.75,271.2,15811793,4.38849E+14,,2005380,0.1268
24/04/2003,RELIANCE,EQ,273,277,271.7,273.8,6500987,1.78479E+14,,1048369,0.1613
25/04/2003,RELIANCE,EQ,272,274.6,267,268.2,5532466,1.48936E+14,,1293763,0.2338
28/04/2003,RELIANCE,EQ,268,273.7,264.75,272.2,4880945,1.32256E+14,,937837,0.1921
29/04/2003,RELIANCE,EQ,273,273.85,270.75,272.85,3156736,8.60382E+13,,1361452,0.4313
30/04/2003,RELIANCE,EQ,272.75,275.5,271.05,274.45,2433276,6.66181E+13,,588648,0.2419
02/05/2003,RELIANCE,EQ,274.6,274.9,271.3,273.45,2318553,6.33363E+13,,640951,0.2764
05/05/2003,RELIANCE,EQ,275,276,269.5,270.55,2762692,7.5303E+13,,1005562,0.364
06/05/2003,RELIANCE,EQ,270,272.65,267.9,269.9,3081872,8.33132E+13,,666438,0.2162
07/05/2003,RELIANCE,EQ,266.4,268.75,265,265.55,2939450,7.83941E+13,,679826,0.2313
08/05/2003,RELIANCE,EQ,265,265.95,258,259.55,5238248,1.37097E+14,,1187285,0.2267
09/05/2003,RELIANCE,EQ,257.15,263.5,257.15,261.05,3066891,8.01669E+13,,700706,0.2285
12/05/2003,RELIANCE,EQ,262,263,258.25,260.8,2117544,5.51561E+13,,401789,0.1897
13/05/2003,RELIANCE,EQ,261.9,262.85,259.75,261.75,1702560,4.45328E+13,,398443,0.234
14/05/2003,RELIANCE,EQ,261.75,267.2,261.75,266.5,2832571,7.52133E+13,,889909,0.3142
15/05/2003,RELIANCE,EQ,266.65,268.4,265.1,267.35,1985716,5.30275E+13,,509470,0.2566
16/05/2003,RELIANCE,EQ,269,269.8,266.9,268.65,2180439,5.85086E+13,,604637,0.2773
19/05/2003,RELIANCE,EQ,269.05,271.15,267.5,269.1,2564055,6.90228E+13,,926783,0.3615
20/05/2003,RELIANCE,EQ,264.5,272.8,264.5,272.1,2951846,7.97439E+13,,1210238,0.41
21/05/2003,RELIANCE,EQ,272.7,273.8,269.3,271.8,2578727,7.00316E+13,,799074,0.3099
22/05/2003,RELIANCE,EQ,270.6,275.2,269.5,274.6,3004600,8.1996E+13,,1105080,0.3678
23/05/2003,RELIANCE,EQ,271,271.9,269.1,270.25,1526396,4.12505E+13,,540872,0.3543
26/05/2003,RELIANCE,EQ,270,281,269,279.45,3028596,8.32937E+13,,1098204,0.3626
27/05/2003,RELIANCE,EQ,279.1,284.4,278.3,280.45,3884253,1.09702E+14,,1426219,0.3672
28/05/2003,RELIANCE,EQ,281,289.3,281,288,5123081,1.46465E+14,,1958208,0.3822
29/05/2003,RELIANCE,EQ,289.5,294.9,286.5,293.6,4330163,1.26019E+14,,1820931,0.4205
30/05/2003,RELIANCE,EQ,294,302,293,298.6,6292634,1.88293E+14,,2328923,0.3701
02/06/2003,RELIANCE,EQ,299,300.4,293.35,294.55,2633889,7.82808E+13,,605356,0.2298
03/06/2003,RELIANCE,EQ,292.4,295,291.25,292.15,1322619,3.87268E+13,,244348,0.1847
04/06/2003,RELIANCE,EQ,292.55,302.7,292,300.65,4587018,1.36828E+14,,1532680,0.3341
05/06/2003,RELIANCE,EQ,305,314.8,304.6,312.5,10049061,3.12125E+14,,2452743,0.2441
06/06/2003,RELIANCE,EQ,315,316.85,310.7,313.5,5565987,1.74602E+14,,1014626,0.1823
09/06/2003,RELIANCE,EQ,319.45,319.45,305.7,307.6,4317101,1.33548E+14,,1411498,0.327
10/06/2003,RELIANCE,EQ,306.2,313.75,301.75,303.55,5040597,1.55991E+14,,670220,0.133
11/06/2003,RELIANCE,EQ,303.05,308.8,303.05,307.75,3510016,1.07558E+14,,488270,0.1391
12/06/2003,RELIANCE,EQ,308.65,310.9,307.1,308,2656499,8.2136E+13,,326845,0.123
13/06/2003,RELIANCE,EQ,309.75,314.4,309.65,312.95,5154883,1.60874E+14,,1109351,0.2152
16/06/2003,RELIANCE,EQ,315.15,317,306.3,307.25,7720929,2.41319E+14,,695019,0.09
17/06/2003,RELIANCE,EQ,309.75,322.9,308.7,321.1,9155674,2.89587E+14,,2006539,0.2192
18/06/2003,RELIANCE,EQ,322.75,322.75,316.7,318,5274828,1.68234E+14,,771052,0.1462
19/06/2003,RELIANCE,EQ,301.15,326,301.15,324.9,7189801,2.32713E+14,,1585055,0.2205
20/06/2003,RELIANCE,EQ,322,337.75,322,335.45,14043308,4.66312E+14,,2011587,0.1432
23/06/2003,RELIANCE,EQ,334.45,334.45,324.1,325.25,4437953,1.45695E+14,,795331,0.1792
24/06/2003,RELIANCE,EQ,325.25,328.25,319,320.35,6522147,2.11007E+14,,1768675,0.2712
25/06/2003,RELIANCE,EQ,322,329,322,324.85,5824144,1.89414E+14,,1215149,0.2086
26/06/2003,RELIANCE,EQ,326,331.9,323.25,325.15,7399290,2.42939E+14,,1487729,0.2011
27/06/2003,RELIANCE,EQ,326.65,328,321.55,324.75,4646035,1.50747E+14,,861472,0.1854
30/06/2003,RELIANCE,EQ,325,330.2,322.6,324.9,5617703,1.83694E+14,,853905,0.152
01/07/2003,RELIANCE,EQ,326.05,328.4,323.25,325.8,5923798,1.93194E+14,,754094,0.1273
02/07/2003,RELIANCE,EQ,327.85,334,326,328.5,7578443,2.51015E+14,,1097115,0.1448
03/07/2003,RELIANCE,EQ,329.75,335.45,327.3,330.75,8234968,2.73291E+14,,1211097,0.1471
04/07/2003,RELIANCE,EQ,333.05,337.3,331,332.95,5938555,1.98305E+14,,1055700,0.1778
07/07/2003,RELIANCE,EQ,334,337.5,327.6,328.75,4094522,1.35619E+14,,829717,0.2026
08/07/2003,RELIANCE,EQ,329.1,331,324.65,326.25,3532013,1.16113E+14,,582502,0.1649
09/07/2003,RELIANCE,EQ,330,330,323.25,326.65,3066396,9.98893E+13,,546611,0.1783
10/07/2003,RELIANCE,EQ,328.9,335.6,326.65,334.1,4260327,1.41326E+14,,1545031,0.3627
11/07/2003,RELIANCE,EQ,334,337.5,329.65,330.7,4139447,1.38227E+14,,823750,0.199
14/07/2003,RELIANCE,EQ,333,340.5,333,339.75,6545570,2.20969E+14,,1197822,0.183
15/07/2003,RELIANCE,EQ,341,344.9,334.7,337.65,6006878,2.03583E+14,,1627199,0.2709
16/07/2003,RELIANCE,EQ,336.75,346.4,335,343.75,5578641,1.89945E+14,,960702,0.1722
17/07/2003,RELIANCE,EQ,345,346.9,336,338.8,5765178,1.97845E+14,,1135163,0.1969
18/07/2003,RELIANCE,EQ,338.45,350,334,339.25,5592085,1.89167E+14,,925635,0.1655
21/07/2003,RELIANCE,EQ,341.2,341.5,334.1,335.7,4688869,1.58257E+14,,1360390,0.2901
22/07/2003,RELIANCE,EQ,335.85,335.85,329.35,334.05,5254420,1.74981E+14,,1274619,0.2426
23/07/2003,RELIANCE,EQ,336,336.5,327.4,329.8,4455942,1.47825E+14,,1275746,0.2863
24/07/2003,RELIANCE,EQ,331.1,346,329.1,341.8,5631688,1.89684E+14,,1130402,0.2007
25/07/2003,RELIANCE,EQ,345,351,342.3,349.6,8078652,2.80649E+14,,1130151,0.1399
28/07/2003,RELIANCE,EQ,350.55,354.35,343.5,345.2,4839923,1.69358E+14,,592671,0.1225
29/07/2003,RELIANCE,EQ,343.05,349,341.9,347.65,5073934,1.75156E+14,,766552,0.1511
30/07/2003,RELIANCE,EQ,344,353.55,330,348.6,4926920,1.72328E+14,,457524,0.0929
31/07/2003,RELIANCE,EQ,351,361.85,347,357.9,16058683,5.73004E+14,,2668911,0.1662
01/08/2003,RELIANCE,EQ,359.7,359.7,353.6,355.05,5331971,1.8993E+14,,711648,0.1335
04/08/2003,RELIANCE,EQ,353.5,357.7,352.5,354.9,3691388,1.31101E+14,,639714,0.1733
05/08/2003,RELIANCE,EQ,355.6,364,344.65,347.95,8098676,2.88757E+14,,707305,0.0873
06/08/2003,RELIANCE,EQ,343.6,356.4,343.6,350.6,8697928,3.06093E+14,,1644784,0.1891
07/08/2003,RELIANCE,EQ,353.15,357,348.65,355.55,5606043,1.97862E+14,,1080860,0.1928
08/08/2003,RELIANCE,EQ,359.9,364.45,357,363.3,7174479,2.59553E+14,,1235515,0.1722
11/08/2003,RELIANCE,EQ,358.5,365,358.5,361.3,4667303,1.69065E+14,,841555,0.1803
12/08/2003,RELIANCE,EQ,388.8,388.8,355.55,356.8,3850086,1.38379E+14,,590806,0.1535
13/08/2003,RELIANCE,EQ,369.9,369.9,355.75,360.95,4531665,1.62897E+14,,916908,0.2023
14/08/2003,RELIANCE,EQ,362,365.45,357.15,358.6,4802977,1.73803E+14,,845655,0.1761
18/08/2003,RELIANCE,EQ,359,364.45,355,361.25,5574787,2.009E+14,,1120588,0.201
19/08/2003,RELIANCE,EQ,362.65,371.45,360.65,369.1,5876836,2.15546E+14,,1255783,0.2137
20/08/2003,RELIANCE,EQ,372,374.7,367.55,368.9,3505892,1.30127E+14,,601518,0.1716
21/08/2003,RELIANCE,EQ,375,375,369.15,371.1,4227478,1.56988E+14,,1160770,0.2746
22/08/2003,RELIANCE,EQ,373.2,384.75,372,381.7,8339399,3.15368E+14,,1678643,0.2013
25/08/2003,RELIANCE,EQ,386,424.7,367.1,378.6,9454459,3.57715E+14,,2430734,0.2571
26/08/2003,RELIANCE,EQ,380,392,378.1,390.65,8005644,3.0895E+14,,1694999,0.2117
27/08/2003,RELIANCE,EQ,390,397.05,390,393.8,5248770,2.06869E+14,,1644330,0.3133
28/08/2003,RELIANCE,EQ,394.05,397.5,388.5,393.7,5044335,1.97763E+14,,1194577,0.2368
29/08/2003,RELIANCE,EQ,399,404.75,393.75,400.7,6588927,2.64126E+14,,1719112,0.2609
01/09/2003,RELIANCE,EQ,398.25,414.4,398.25,410.2,6030443,2.43786E+14,,1934529,0.3208
02/09/2003,RELIANCE,EQ,415,421.6,411.65,418.6,9658341,4.02536E+14,,2493370,0.2582
03/09/2003,RELIANCE,EQ,416.15,418.9,406.05,407.95,5528319,2.28558E+14,,1133655,0.2051
04/09/2003,RELIANCE,EQ,406.9,413,405.1,409.3,6333379,2.59481E+14,,1746493,0.2758
05/09/2003,RELIANCE,EQ,411.1,421.3,411.1,419.85,5809532,2.4215E+14,,1460557,0.2514
08/09/2003,RELIANCE,EQ,422.1,437.45,422.1,435.6,7843693,3.37507E+14,,2165447,0.2761
09/09/2003,RELIANCE,EQ,437.15,442.4,432.1,436.3,8818832,3.87114E+14,,2485031,0.2818
10/09/2003,RELIANCE,EQ,435,435.45,430.6,434.65,5081235,2.20212E+14,,1324624,0.2607
11/09/2003,RELIANCE,EQ,425,439.2,425,428.7,6898117,2.99184E+14,,1660522,0.2407
12/09/2003,RELIANCE,EQ,428,433.6,416,419.15,6079875,2.58626E+14,,1053371,0.1733
15/09/2003,RELIANCE,EQ,419,419.8,401.65,404.55,8703494,3.55792E+14,,2360709,0.2712
16/09/2003,RELIANCE,EQ,406,411.7,393.6,410.15,9781713,3.97055E+14,,2203720,0.2253
17/09/2003,RELIANCE,EQ,418,418,402.15,406.9,7204975,2.96449E+14,,1267190,0.1759
18/09/2003,RELIANCE,EQ,409,409,392.65,395.35,8725249,3.48191E+14,,2246187,0.2574
19/09/2003,RELIANCE,EQ,395.05,407.85,392,404.05,10975666,4.40454E+14,,1797167,0.1637
22/09/2003,RELIANCE,EQ,411.9,411.9,400.1,403.05,5331483,2.16054E+14,,927432,0.174
23/09/2003,RELIANCE,EQ,400.15,415.9,397.75,412.55,5067816,2.05295E+14,,723915,0.1428
24/09/2003,RELIANCE,EQ,416.7,431.2,412.25,429,8490786,3.58486E+14,,2538910,0.299
25/09/2003,RELIANCE,EQ,428,432.5,416,418.2,10013123,4.22338E+14,,2360292,0.2357
26/09/2003,RELIANCE,EQ,420.8,427.45,417,426.3,7256463,3.06086E+14,,1829356,0.2521
29/09/2003,RELIANCE,EQ,510,510,427.75,434.3,4924381,2.13447E+14,,1133117,0.2301
30/09/2003,RELIANCE,EQ,436.25,445.35,435,443.8,7794669,3.44194E+14,,2219397,0.2847
01/10/2003,RELIANCE,EQ,441,445.35,433.05,435.7,4596091,2.02276E+14,,1177807,0.2563
03/10/2003,RELIANCE,EQ,439,450,438,448.55,6636276,2.95375E+14,,2391805,0.3604
06/10/2003,RELIANCE,EQ,448.5,459.8,422.5,457.5,4881619,2.21844E+14,,1613558,0.3305
07/10/2003,RELIANCE,EQ,458,461,450.15,451.8,5415584,2.4615E+14,,1372031,0.2533
08/10/2003,RELIANCE,EQ,465,465,448.65,455.25,4604292,2.09557E+14,,1233483,0.2679
09/10/2003,RELIANCE,EQ,459,463,452.1,455.15,5438028,2.48999E+14,,1468073,0.27
10/10/2003,RELIANCE,EQ,458.2,472,458.2,470.9,7664012,3.57405E+14,,2599102,0.3391
13/10/2003,RELIANCE,EQ,470.85,484,465.5,481.05,5561367,2.6531E+14,,1565145,0.2814
14/10/2003,RELIANCE,EQ,485,487.9,465.15,468.25,6071066,2.89268E+14,,1394402,0.2297
15/10/2003,RELIANCE,EQ,469.15,482.9,466.35,478.65,6397161,3.0262E+14,,831837,0.13
16/10/2003,RELIANCE,EQ,497.9,497.9,480.6,488.55,16486307,8.09809E+14,,2834308,0.1719
17/10/2003,RELIANCE,EQ,487,497,485.65,489.55,6724539,3.30227E+14,,1214747,0.1806
20/10/2003,RELIANCE,EQ,493,495,480,481.8,4479769,2.1858E+14,,1061827,0.237
21/10/2003,RELIANCE,EQ,485,485,464.5,468.2,6892959,3.29058E+14,,1402375,0.2035
22/10/2003,RELIANCE,EQ,460.25,474.4,460.25,468.9,5518654,2.59096E+14,,899265,0.163
23/10/2003,RELIANCE,EQ,469.8,470,456.1,458.8,5879520,2.7335E+14,,1276323,0.2171
24/10/2003,RELIANCE,EQ,370,474,370,470.65,6294240,2.91176E+14,,971353,0.1543
25/10/2003,RELIANCE,EQ,479.45,480,474.05,475.4,1460756,6.95706E+13,,,
27/10/2003,RELIANCE,EQ,475,476,457.15,459,4982452,2.32032E+14,,1248274,0.1937
28/10/2003,RELIANCE,EQ,460,470,458,464.3,7426937,3.44941E+14,,1574465,0.212
29/10/2003,RELIANCE,EQ,467.25,474.95,462.5,472.4,4037719,1.88306E+14,,906667,0.2245
30/10/2003,RELIANCE,EQ,470.55,480,468.6,477.05,4701112,2.22648E+14,,1140410,0.2426
31/10/2003,RELIANCE,EQ,480,487.75,478.1,486.45,4718758,2.28486E+14,,1406176,0.298
03/11/2003,RELIANCE,EQ,486.95,500.9,486.95,498.1,8769709,4.34499E+14,,2692328,0.307
04/11/2003,RELIANCE,EQ,502.1,506,487.15,491.5,7882729,3.91168E+14,,1760714,0.2234
05/11/2003,RELIANCE,EQ,487,494.1,480.5,488.6,6506879,3.17068E+14,,1596977,0.2454
06/11/2003,RELIANCE,EQ,492,501.5,489.1,492.85,9589862,4.75913E+14,,2308408,0.2407
07/11/2003,RELIANCE,EQ,493.55,496.9,479.7,482.15,5214906,2.54093E+14,,1149396,0.2204
10/11/2003,RELIANCE,EQ,510,510,471.1,482.95,3943629,1.89107E+14,,1103376,0.2798
11/11/2003,RELIANCE,EQ,480.15,485,475.6,480.65,4570877,2.19557E+14,,1123211,0.2457
12/11/2003,RELIANCE,EQ,490,491.45,482.1,484.05,5669505,2.76588E+14,,1567816,0.2765
13/11/2003,RELIANCE,EQ,499.9,499.9,476.05,477.85,4587227,2.21305E+14,,1152892,0.2513
14/11/2003,RELIANCE,EQ,471.25,475,462.2,464.9,5850660,2.74603E+14,,1528148,0.2612
15/11/2003,RELIANCE,EQ,463,471.5,463,468.3,1289083,6.01669E+13,,230874,0.1791
17/11/2003,RELIANCE,EQ,467.15,477.4,465,474.95,5284715,2.48581E+14,,1450512,0.2745
18/11/2003,RELIANCE,EQ,472.65,476.75,465,466,3709555,1.74423E+14,,578227,0.1559
19/11/2003,RELIANCE,EQ,464.15,466.75,458.6,461.6,5303106,2.45795E+14,,1211058,0.2284
20/11/2003,RELIANCE,EQ,462.1,465.9,449,450.8,4513877,2.06958E+14,,722465,0.1601
21/11/2003,RELIANCE,EQ,446.2,461.9,446.2,459.45,6034467,2.74021E+14,,1080203,0.179
24/11/2003,RELIANCE,EQ,461.85,463,454.1,455.9,3139596,1.43676E+14,,567114,0.1806
25/11/2003,RELIANCE,EQ,456,468.9,456,467.05,4945760,2.29079E+14,,743116,0.1503
27/11/2003,RELIANCE,EQ,467.15,480.3,467.15,476.2,7246806,3.4461E+14,,2203063,0.304
28/11/2003,RELIANCE,EQ,477,489.9,477,487.05,5419378,2.6206E+14,,1414784,0.2611
01/12/2003,RELIANCE,EQ,490.1,494.8,488.1,492.25,4123682,2.02511E+14,,917866,0.2226
02/12/2003,RELIANCE,EQ,493.15,505,485.8,499.6,6277005,3.09797E+14,,1457284,0.2322
03/12/2003,RELIANCE,EQ,505,505,492.85,497.9,8420259,4.20863E+14,,1710378,0.2031
